Everyone has their own (　　).,values
This shirt is a really good (　　).,value
(　　) their privacy,value
a national (　　),treasure
My secretary is a real (　　).,treasure
(　　) this moment with her,treasure
follow the latest (　　),fashion
in the traditional (　　),fashion
(　　) stone tools,fashion
the general (　　),public
(　　) places,public
receive 45% of the (　　),vote
the right to (　　),vote
the Japanese (　　),government
the most powerful (　　) in the word,nation
the voice of the (　　),nation
What is the (　　) of Canada?,capital
start a company with only a little (　　),capital
a (　　) offence,capital
the United (　　) of America,States
his (　　) of mind,state
the separation of church and (　　),state
(　　) my opinion,state
the (　　) situation in Russia,political
pay a very high (　　) for the painting,price
(　　) have gone up by 5%.,Prices
pay the (　　) of success,price
The suit (　　) me 500 dollars.,cost
That mistake (　　) me my fortune.,cost
"In Switzerland, the (　　) of living is very high.",cost
pay a large (　　) for antiques,sum
The (　　) of 5 and 8 is 13.,sum
do (　　) in my head,sums
(　　) up the main points,sum
our (　　) for this trip,budget
pay a cancellation (　　),fee
legal (　　),fees
Taxi fares are low in Singapore.,Not Found
May we have the (　　)?,bill
the phone (　　),bill
a ten thousand(　　)yen bill,-
approve (veto) a (　　),bill
Japan's (　　) with the U.S.,trade
the hotel (　　),trade
the basics of (　　),trade
(　　) email addresses with him,trade
achieve (　　) and power,wealth
a (　　) of knowledge,wealth
boost the Japanese (　　),economy
for the sake of (　　),economy
work for a big (　　),company
I always enjoy his (　　).,company
People judge you by the (　　) you keep.,company
We are expecting (　　) today.,company
accomplish a difficult (　　),task
(　　) money to pay my school fees,earn
(　　) a reputation as a hard worker,earn
My back (　　) a lot.,hurts
He (　　) his knee while (he was) playing football.,hurt
(　　) my back,injure
be seriously (　　) in an accident,injured
seriously (　　) the environment,damage
do (　　) to the environment,damage
claim (　　),damages
(　　) all weapons,destroy
We have to (　　) this horse.,destroy
You (　　) my plan.,ruined
The flood (　　) the town.,ruined
the (　　) of Pompeii,ruins
Tigers are in (　　) of extinction.,danger
chat with a (　　),neighbor
My next-door (　　)'s dog barks day and night.,neighbor
draw a large (　　),audience
A (　　) rushed into the hall.,crowd
the (　　) of War and Peace,author
The (　　) was signing copies of his new book.,author
Most of the (　　) is (are) from Australia.,staff
the (　　) at that department store,clerks
a bank (　　),clerk
The restaurant was (　　) with customers from abroad.,crowded
There were a lot of (　　) on the train.,passengers
give up my seat to (　　) people,elderly
priority seats for the (　　),elderly
(　　) workers,female
a (　　) cat,female
the (　　) of the species,female
(　　) for the beach,head
an investigative team (　　) by Mr. Nakahara,headed
Someone was (　　) me.,following
(　　) his advice,follow
(　　) about the town,wander
(　　) around the world,travel
Light (　　) faster than sound.,travels
(　　) the post office,pass
(　　) five runners on the final rap,pass
(　　) the bar exam,pass
"(　　) me the salt, please.",Pass
as time (　　),passes
an annual (　　) for the theme park,pass
Things are (　　) to improve.,likely
He will very (　　) stay home.,likely
It is only (　　) that you cannot catch words you do not know.,natural
(　　) beauty,natural
her (　　) talent,natural
He is (　　) to become a star player.,certain
be sent to a (　　) country,certain
The repairs will (　　) take a month.,probably
We are (　　) with a crisis.,faced
a window (　　) (to the) South,facing
lose (　　),face
(　　) making eye contact with monkeys.,Avoid
(　　) the math problem,solve
have (　　) sleeping,trouble
I'm sorry to (　　) you.,trouble
an international (　　),issue
the latest (　　) of a magazine,issue
(　　) a passport,issue
(　　) all the players on,cheer
His arrival (　　) me up.,cheered
give (raises) a (　　),cheer
(　　)! shouted Adam.,Cheers
(　　) people to bike to work,encourage
(　　) the students,encourage
firmly (　　) her,support
(　　) a family of four,support
This (　　) my idea.,supports
financial (　　),support
The heavy snow (　　) us from going out.,prevented
(　　) the flu,prevent
(　　) that he is a great scientist,deny
(　　) them the right to vote,deny
The Internet has (　　) us to receive information right away.,enabled
(　　) in landing on the moon,succeed
(　　) to the family business,succeed
(　　) the last train,miss
(　　) school for two days,miss
I (　　) you.,miss
(　　) in business,fail
(　　) to see what happened,fail
(　　) the exam,fail
My memory (　　) me these days.,fails
make grammatical (　　),mistakes
(　　) him for his twin brother,mistake
(　　) the brakes,check
(　　) the spread of the disease,check
sign a (　　),check
"Can I have the (　　) (bill), please?",check
have a medical (　　) (up),check
hold their activities in (　　),check
(　　) the comic under the pillow,hide
my (　　) place,hiding
(　　) her portrait,draw
(　　) his attention to that fact,draw
a cart (　　) by two horses,drawn
(　　) the baseball team,join
(　　) pipes together,join
(　　) us for lunch.,Join
(　　) in the discussion,join
(　　) me a lope.,Throw
Don't (　　) away your empty cans here.,throw
(　　) a party for him,throw
a (　　) of 100 meters,throw
(　　) fine machines at once,operate
(　　) on a patient for cancer,operate
(　　) efficiently,operate
(　　) a bicycle,repair
(　　) damage to his neck,repair
a smartphone under (　　),repair
She (　　) all her own dressed.,sews
(　　) a button on,sew
(　　) your hand.,Raise
(　　) children,raise
(　　) funds,raise
(　　) the issue of aging,raise
get a pay (　　),raise
(　　) wine to the guests,serve
This experience will (　　) you well.,serve
The hospital (　　) as a school.,served
(　　) tea for all the guests,pour
It (　　) all night.,poured
(　　) coffee all over my laptop,spill
an oil (　　) in the Atlantic Ocean,spill
(　　) to be sleeping,pretend
tell him to (　　) himself,behave
can't (　　) the noise,bear
(　　) the responsibility for the accident,bear
(　　) a child,bear
(　　) the surface of Mars,explore
(　　) the possibility of collaboration,explore
What (　　) to her?,happened
I (　　) to meat him.,happened
It (　　) that I met him.,happened
The singer (　　) on the stage.,appeared
(　　) to be sleep,appear
The cause of the accident (　　) unknown.,remains
Five people (　　) in the room.,remained
eat grass in order to (　　),survive
(　　) a plain crash,survive
Sam (　　) to the Sales Department.,belongs
These gloves (　　) to Julia.,belong
(　　) Japan at the World Cup,represent
This sign (　　) a temple.,represents
This painting (　　) the fight between good and evil.,represents
This novel is (　　) on facts.,based
"I work in many places, but my (　　) is here.",base
a secret (　　),base
The price (　　) postage.,includes
Postage is (　　) in the price.,included
This soup (　　) various herbs.,contains
(　　) my anger,contain
with my (　　) eyes,own
I decided to quit the company and start my (　　).,own
(　　) ten companies in India,own
(　　) a table with a stranger,share
Could you (　　) your opinion about this?,share
a flat (　　),share
a (　　) of the profits,share
(　　) teddy bears,collect
(　　) empty cans for recycling,collect
(　　) information,gather
(　　) around the teacher,gather
This temple has a (　　) of a thousand years.,history
an update (　　),history
a required (　　),subject
get off the (　　),subject
the (　　) of the experiment,subject
The program is (　　) to change.,subject
receive a good (　　),education
have a good (　　) of cinema,knowledge
wear a school (　　),uniform
maintain a (　　) temperature,uniform
She is in the eighth (　　).,grade
low(　　)grade products,-
a high (　　) in math,grade
a college (　　),senior
(　　) citizens,senior
a (　　) manager,senior
(　　) from high school,graduate
(　　) to live on my own,decide
(　　) on a date for the wedding,decide
(　　) someone by their appearance,judge
a Supreme Court (　　),judge
the lay (　　) system,judge
(　　) my job,quit
(　　) from the country,retire
a (　　) of the tax system,review
a (　　) of his new book,review
do a (　　) of the last lesson,review
(　　) what to wear to school,choose
(　　) between the two,choose
(　　) life without electricity.,Imagine
(　　) what is in this bag.,Guess
This is only a (　　).,guess
We are (　　) a typhoon.,expecting
Don't (　　) to much of (from) him.,expect
She is (　　) (a baby).,expecting
(　　) when cherry blossoms will start to flower,predict
I (　　) meeting her here (that I met her here).,remember
Did you (　　) to feed the dog?,remember
(　　) me to your wife.,Remember
This song (　　) me of him.,reminds
(　　) him not to be late,remind
Jim (　　) that he did not love her any more.,realized
She (　　) her dream of running her own shop.,realized
(　　) the importance of discussion,appreciate
(　　) the flavors of Japanese cuisine,appreciate
I'd (　　) it if you could help me.,appreciate
(　　) other people's opinion,accept
(　　) that he is single,considering
(　　) other people,consider
(　　) (to be) meaningless,consider
Do you (　　) if I open the window?,mind
the (　　) of children,minds
Great (　　) think alike.,minds
I (　　) where he has gone.,wonder
(　　) at his ability,wonder
It (　　) that he knows what happened.,seems
He (　　) to know what happened.,seems
(　　) city life with country life,compare
(　　) life to a voyage,compare
No one can (　　) with him in academic ability.,compare
(　　) on my studies,concentrate
(　　) your attention on your job.,Concentrate
This book (　　) on French culture.,focuses
become the (　　) of media attention,focus
Please (　　) me to introduce myself.,allow
This machine (　　) you to measure your blood pressure.,allows
Room (　　) that he had been mistaken.,admitted
be (　　) to the university,admitted
deep in the (　　),ground
on the (　　) that he young,grounds
prevent marine (　　),pollution
Snow is a rare (　　) in this area.,sight
recover my (　　),sight
enjoy a night (　　) of Kobe,view
look at things from a different point of (　　),view
Football is (　　) as England's national sport.,viewed
the beautiful (　　) of Scotland,landscape
the political (　　) of Japan,landscape
preserve (　　),nature
the true (　　) of the problem,nature
sunflower (　　),seeds
He is top (　　) in this tournament.,seed
water a (　　),plant
a chemical (　　),plant
(　　) tulips in the garden,plant
Flowers bloomed all over the field.,Not Found
The cherry trees are in full (　　).,bloom
the rice (　　) this year,harvest
newly(　　)harvested rice,-
(　　) organs,harvest
the chirping of (　　),insects
There was an (　　) last week.,earthquake
The (　　) reached 40 degrees.,temperature
take his (　　),temperature
freeze at zero (　　),degrees
speak French to some (　　),degree
get a (　　) in engineering,degree
The (　　) washed the bridge away.,flood
The streets are (　　).,flooded
The pond (　　) over.,froze
freeze bananas in the (　　),freezer
(　　) the sunlight,reflect
The clothes people wear (　　) the time.,reflect
(　　) on my successes and failures,reflect
a (　　) young man,polite
It is (　　) to ask women their age.,rude
live a (　　) life,lonely
He is (　　) at work.,lazy
spend (　　) days on the beach,lazy
a (　　) rule,strict
The (　　) Duckling,Ugly
(　　) beings,intelligent
Don't be (　　)!,silly
get (　　) during the exam,nervous
a (　　) child,nervous
the (　　) system,nervous
The noise kept me (　　) all night.,awake
have a positive (　　) toward life,attitude
Printed books have (　　).,character
the main (　　) of this novel,character
Chinese (　　),characters
one of the (　　) of large cities,characteristics
his (　　) writing style,characteristic
Low rainfall is a (　　) of deserts.,feature
a (　　) on Samoa,feature
The exhibition (　　) paintings by Van Gogh.,features
check the (　　) of the report,details
see the (　　) of the repot,details
There are (　　) and dis(　　) to self-driving cars.,advantages
complain about my husband's (　　),faults
That is my (　　).,fault
an active (　　),fault
improve the (　　) of life,quality
the personal (　　) necessary to be a successful salesperson,qualities
Let's see if our answers are (　　).,correct
(　　) his pronunciation,correct
an ideal place for camping,Not Found
the ideal of social (　　),equality
It's not (　　)!,fair
an international trade (　　),fair
clothes (　　) for a job interview,appropriate
Kyoto is (　　) for its temples.,famous
Arima is (　　) as a hot-spring resort.,famous
when I was in (　　) school,elementary
a (　　) cause of global warming,major
(　　) in botany,major
It does not (　　) whether he succeeds or not.,matter
waste (　　),matter
"To make (　　) worse, it began to snow.",matters
The moon is (　　) tonight.,bright
a (　　) child,bright
swim in the (　　) sunshine,brilliant
a (　　) idea,brilliant
have a (　　) conversation,lively
a (　　) bed,comfortable
I feel (　　) in that cafe.,comfortable
I find it (　　) to talk with her.,pleasant
all me when it is (　　) for you.,convenient
My house is (　　) to the station.,convenient
(　　) information,false
give a (　　) name,false
I have a (　　) sense of direction.,terrible
I am (　　) at remembering people's names.,terrible
an (　　) smell of cat urnine,awful
a (　　) jacket,thin
"Although she eats a lot, she is very (　　).",thin
His hair is getting (　　) on top.,thin
(　　) jeans,tight
(　　) control on immigration,tight
wear (　　) clothes,loose
let my dog (　　) on the beach,loose
(　　) fish,raw
an (　　) bottle,empty
(　　) his glass in one gulp,empty
This soap makes your skin very (　　).,smooth
the (　　) running of the company,smooth
(　　) back my hair,smooth
a (　　) flight to Paris,direct
(　　) the play,direct
(　　) their attention to this problem,direct
(　　) her to the airport,direct
Shakespeare is (　　) to people all over the world.,familiar
I am very (　　) with this town.,familiar
She is (　　) to her mother in appearance.,similar
His taste (　　) from mine.,differ
The way people greet each other (　　) from country to country.,varies
a (　　) age group,specific
(　　) instructions,specific
E-books are becoming (　　).,common
a (　　) ancestor,common
"These days, it is not (　　) for men to wear makeup.",unusual
(　　) some milk to the coffee,add
His chilling words (　　) to her fear.,added
(　　) by 30 percent,increase
(　　) my vocabulary,increase
an (　　) in land prices,increase
(　　) the amount of garbage,reduce
be (　　) to poverty,reduced
(　　) the stew into small portions,divide
Eight (　　) by four is two.,divided
(　　) the money,count
(　　) down from ten to one,count
First impressions really (　　).,count
I'm (　　) on you.,counting
(　　) 40 kilograms,weigh
(　　) myself on the scale,weigh
(　　) (up) the benefits of the plan against the costs,weigh
a (　　) to ten,quarter
a student(business) (　　),quarter
a (　　) of dolphins,lot
He has changed a (　　).,lot
work hard to improve my (　　),lot
a parking (　　),lot
a (　　) of ironed shirts,pile
(　　) of work,piles
(　　) spaghetti onto her plate,pile
the declining birth (　　),rate
Our hotel offers special (　　) for children.,rated
(　　) him as a good poet,rate
memorize a list of (　　),figures
a political (　　),figure
have a nice (　　),figure
See Fig. 1.,Not Found
Her name (　　) in history.,figures
I am tired due to (a) (　　) of sleep.,lack
He (　　) confidence.,lacks
He is (　　) in confidence.,lacking
an (　　) charge,extra
pay a little (　　),extra
I'm not (　　) yet.,ready
be (　　) to help us,ready
(　　) a meal,prepare
(　　) for a powerful typhoon,prepare
I am (　　) to accept your advice.,prepared
(　　) to a new school life,adjust
(　　) the temperature on the air conditioner,adjust
That rule (　　) to students.,applies
(　　) for a passport,apply
(　　) the technology to a wide range of fields,apply
(　　) enough sunscreen to my face,apply
What tie (　　) you best?,suits
That tie (　　) you.,suits
file a (　　) against her,suit
a three-piece (　　),suit
"In some (　　), honesty does not pay.",cases
This is the (　　) with humans.,case
a murder (　　),case
new (　　) of Ebola,cases
make a (　　) before the judge,case
a love (　　),scene
Police cars rushed to the (　　).,scene
the American music (　　),scene
a (　　) to play the lead,chance
There is little (　　) of his winning.,chance
have an (　　) to speak English,opportunity
learn from (　　),experience
the bitter (　　) of losing in the first round,experience
(　　) many hardships,experience
"If you have (　　), help me.",time
wait for a long (　　),time
change jobs many (　　),times
This one is the (　　) as large as that one.,times
keep up with the (　　),times
(the) next (　　) you come here,time
(　　) has come.,Spring
a hot (　　) resort,spring
(　　) out of bed,spring
The station is ten minutes' (a ten(　　)minute) walk from here.,-
Wait a (　　).,minute
take the (　　) of the meeting,minutes
a (　　) fraction,minute
We stopped talking the (　　) he came in.,minute
the Roman (　　),period
the (　　) between 1943 and 1945,period
The first (　　) on Tuesday is PE.,period
a (　　) gap,generation
the (　　) of wealth,generation
hydropower (　　),generation
celebrate our school's 100th (　　),anniversary
I moved to this city just (　　).,recently
"I (　　) to drive to work, but nowadays I take the train.",used
be (　　) to getting up early,used
a (　　) car,used
(　　) in the morning,early
The bus came three minutes (　　) than usual.,earlier
the (　　) works of Murakami Haruki,early
win (　　) prize,first
I went up Tokyo Tower for the (　　) time in my life.,first
"When I (　　) met her, she was a student.",first
"First, e(　　)books are less expensive.",-
"At (　　) I thought use was a joke, but later I realized it was true.",first
follow the (　　) fashions,latest
in (　　) society,modern
"a bright, (　　) office",modern
the (　　) half of the 20th century,latter
prefer the (　　) to the former,latter
(　　) most of my time reading,spend
"(　　) most time in my room, with my family",spend
(　　) too much money on clothes,spend
Our train was (　　) (for) two hours.,delayed
without (　　),delay
(　　) two books from the library,borrow
"Could you (　　) me 10,000 yen?",lend
How much will the bank (　　) me?,lend
(　　) a car for six hours,rent
She (　　) out three rooms to students.,rents
pay a high (low) (　　),rent
(　　) students with an opportunity to study in the U.K.,provide
on the top (bottom) (　　),shelf
drill a hole through a (　　),board
a (　　) of education,board
(　　) a bus,board
plastic (　　) bags,garbage
buy sales (　　) in bulk,items
check all the (　　) on the list,items
a small news (　　) about the village,item
the front (　　) of my bicycle,wheel
suit at the (　　),wheel
(　　) a cart,wheel
take (　　) in class,notes
a 50-pound (　　),note
(　　) that we face a real challenge,note
Please (　　) that the homework is due on Friday.,note
open the (　　),present
up to the (　　),present
my (　　) job,present
those (　　),present
(　　) him with an award,present
life heavy (　　),stuff
chicken (　　) with rice,stuffed
tie up the box with (　　),string
a (　　) of questions,string
a six(　　)string (guitar),-
enjoy my (　　) (time),leisure
the (　　) industry,leisure
a well(　　)balanced diet,-
I am on a (　　) now.,diet
a (　　) member,Diet
a set of (　　),furniture
put the leftovers in the (　　),refrigerator
There is little (　　) on the street today.,traffic
get caught in a (　　) jam,traffic
homemade strawberry (　　),jam
"We (　　) our car for (at) 500,000 yen.",sold
Her books (　　) very well.,sell
(　　) five dollars for the books,pay
(　　) for the room,pay
Honesty does not (　　).,pay
have a vacation with (　　),pay
have a (　　) vacation,paid
I (　　) contact lenses.,wear
I am (　　) contact lenses now.,wearing
My shirt is badly (　　).,worn
The carpet is starting to (　　) a little.,wear
change my (　　),clothes
Will you (　　) me?,marry
(　　) each other,greet
(　　) rice directly from the farm,order
(　　) him to stop smoking,order
place (　　) by telephones,orders
obey an (　　),order
in alphabetical (　　),order
maintain peace and (　　),order
book a signal (　　) for two nights,room
have (　　) for dessert,room
a two-hundred-(　　) skyscraper,story
a dam (　　),site
a (　　) for a dam,site
a contraction (camping) (　　),site
the (　　) of the Battle of Sekigahara,site
mow the lawn in our (　　),yard
drive a golf ball over 300 (　　),yards
the (　　) of the sea,bottom
Look at the (　　) of page 10.,bottom
fall on my (　　),bottom
stand in (　　),line
sign on the dotted (　　),line
The (　　) is busy.,line
practice my (　　) over and over,lines
(　　) up to buy tickets,line
the people sitting in the back (　　),row
(　　) a boat on the lake,row
Classical music was playing in the (　　).,background
people from different (　　),backgrounds
the opposite (　　),direction
ask for (　　),directions
under his (　　),direction
world of modern (　　),art
the (　　) of conversation,art
a liberal (　　) course,arts
various foreign (　　),cultures
a (　　) of bacteria,culture
a woman of (　　),culture
(　　) pearls,cultured
Japan's animated (　　),cartoons
the plot of this (　　),novel
come up with a (　　) idea,novel
play a musical (　　),instrument
medical (　　),instruments
That is a nice (　　).,tune
(　　) in to channel 6,tune
(　　) the piano,tune
delete the (　　),sentence
be given the death (　　),sentence
be (　　) to five years in prison,sentenced
a magazine (　　) on Portugal,article
an (　　) of furniture,article
This word takes no (　　).,article
(　　) 9 of the Japanese Constitution,Article
a famous (　　) from the Bible,passage
the (　　) of time,passage
the nasal (　　),passage
increase (build up) my (　　),vocabulary
(　　) about him spread throughout the school.,Rumors
How do you (　　) your name?,spell
cast a (　　) on the man,spell
I've had a (　　) of bad luck recently.,spell
How do you (　　) your name?,pronounce
(　　) a sentence,pronounce
show (　　) of recovery,signs
"a (　　) saying ""No more Hiroshimas""",sign
(　　) an autograph for a fan,sign
What does that (　　)?,mean
I didn't (　　) to bother you.,mean
Don't be so (　　).,mean
This magazine is (　　) twice a year.,published
The latest results will be (　　) tomorrow.,published
(　　) the latest fashions,display
(　　) me real ability,display
(　　) my jewelry,display
a fireworks (　　),display
You can (　　) him; he keeps secrets.,trust
put my (　　) in her,trust
Your success (　　) on how much effort you make.,depends
I (　　) on my parents for university tuition.,depend
You can (　　) on him.,rely
(　　) for her safety,pray
(　　) her to overlook my mistakes,beg
(　　) for something to eat,beg
(　　) beef to chicken,prefer
All America (　　).,wept
(　　) doing housework,hate
Don't (　　) about it.,worry
Life is full of (　　).,worries
I'm (　　) about her health.,anxious
Ben is (　　) to see you.,anxious
I'm not (　　) with the exam result.,satisfied
(　　) the needs of tourists,satisfy
It really (　　) me when I see people smoking while (they were) walking.,annoys
"I'm sorry to (　　) you, but could you give me a hand.",bother
Don't (　　) to giftwrap it.,bother
find it a (　　) to go out in the rain,bother
Don't (　　) other people.,disturb
(　　) my sleep (concentration),disturb
I am (　　) of spiders.,frightened
The news (　　) her.,upset
(　　) the environmental balance,upset
be (　　) about a friend's death,upset
I (　　) that I did not study hard in my teens.,regret
I (　　) to say that I cannot help you.,regret
I have no (　　).,regrets
Could you do me a couple of (　　)?,favors
May I ask a couple of (　　) of you?,favors
be in (　　) of his proposal,favor
have an (　　) in history,interest
It is in your best (　　) to stay with your grandparents.,interests
the (　　) on a loan,interest
It is a (　　) that you missed the movie.,pity
feel (　　) for the child,pity
Our flight was delayed (　　) to the storm.,due
The report is (　　) on Monday.,due
The train is (　　) to arrive at 9:00.,due
agree with his opinion for the following (　　),reasons
(　　) and emotion,reason
He reasoned that he must have left his bag on the bus.,Not Found
have the ability to (　　),reason
as a (　　) of inflation,result
The (　　) resulted in successes.,project
(　　) damage resulted from the earthquake.,Serious
Drinking too much has a bad (　　) on the brain.,effect
have a strong (　　) on them,influence
This book deeply (　　) my way of thinking.,influenced
(　　) trouble,cause
the root (　　) of war,cause
Lack of sleep seriously (　　) your performance at work.,affects
my (　　) of studying,way
We differ in this (　　).,way
go all the (　　) to Tokyo,way
Hours IQ is (　　) above average.,way
behave in a responsible (　　),manner
his (　　) of speaking,manner
have no (　　),manners
What is the (　　) of your visit?,purpose
for the (　　) of your health,sake
(　　) is becoming popular among Europeans.,Sake
(　　) in front of me,right
You are (　　).,right
my (　　) hand,right
the (　　) to vote,right
a (　　) stranger,complete
This tunnel took ten years to (　　).,complete
I can (　　) wait for the summer.,hardly
He (　　) ever smiles.,hardly
(　　) 100 people,nearly
We very (　　) lost our lives.,nearly
I am (　　) to blame.,partly
"Jim looks happy, but (　　) he's sad.",actually
Ken looks younger than he (　　) is.,actually
He is (　　) a kind person.,indeed
"(　　), he is young, but he is very smart.",Indeed
(　　) Homer sometimes nods.,Even
Things became (　　) more difficult.,even
(　　) numbers (⇔odd numbers),even
"white, (　　) teeth",even
It cost 10 dollars (　　).,even
Where (　　) did you stay in Australia?,exactly
(　　).,Exactly
Not (　　).,exactly
Prices are (　　) increasing.,gradually
"(　　) experts are only human, and therefore mistakes sometimes occur.",Even
"If you can't make it, your mother may go (　　).",instead
take the stairs (　　) of the elevator,instead
We are open (　　) 11 p.m. on weekdays.,until
Stay here (　　) I get back.,until
learn another foreign language (　　) English,besides
"It's too late to go out; (　　), it's snowing.",besides
Everybody was asleep (　　) (for) him.,except
"(　　) for a dog, the park was empty.",Except
the (　　) on whaling,debate
(　　) whether to go by car or not,debate
Stop (　　) my cooking!,criticizing
(　　) her of lying,accuse
(　　) him of murder,accuse
(　　) on returning home,insist
I (　　) that she wait.,insisted
(　　) to my studying abroad,object
a solid (　　),object
The (　　) of this game is to develop children's vocabulary.,object
an (　　) of pity,object
(　　) against nuclear tests,protest
non-violent (　　),protest
a highly (　　) issue,controversial
He is (　　) to be in the classroom now.,bound
the Nozomi Superexpress (　　) for Tokyo,bound
I'll (　　) (that) he's coming.,bet
(　　) 500 yen on a horse,bet
(　　) her on her exam results,congratulate
(　　) the man for his diligence,praise
His novel won high (　　).,praise
It's an (　　) to be with here.,honor
(　　) my parents,honor
(　　) over tea,chat
enjoy a (　　) with neighbor,chat
(　　) to my childhood,refer
"What does the underlined ""it"" (　　) to?",refer
You'd better not (　　) it.,mention
(　　) my feelings by touching her hand,convey
Blood is (　　) to the heart by the veins.,conveyed
(　　) the importance of breakfast,emphasize
greatly (　　) a story,exaggerated
He often (　　) when talking about fish he caught.,exaggerates
"I asked him why, but he didn't (　　).",reply
I look forward to your (　　).,reply
(　　) to a question,respond
respond quickly to (　　) complaints,customer
(　　) in her ear,whisper
talk in a (　　),whisper
his casual (　　),remark
He (　　) that the pot was very old.,remarked
(　　) the behavior of birds,observe
(　　) that humans fall into three social classes,observe
(　　) the school regulations,observe
(　　) Christmas,observe
Your plan is excellent in (　　).,theory
publish a new (　　),theory
handwriting (　　),analysis
carry out a chemical (　　),experiment
(　　) with a new medicine,experiment
a drone with a GPS (　　),device
natural (　　),phenomena
a child (　　),phenomenon
a cancer-causing (　　),substance
a rumor with no (　　),substance
(　　) that are harmful to the environment,chemicals
"a (　　) symbol (factory, reaction, formula)",chemical
burn fossil (　　),fuels
(　　) her fear,fuel
